,region,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_role,agent1_hours,matches1,win_rate1,win_rate1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_role,agent2_hours,matches2,win_rate2,win_rate2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_role,agent3_hours,matches3,win_rate3,win_rate3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3
355,ap,367.0,174.0,99.0,144.0,1.1,38.0,48.9,85.0,72.5,13.0,2771.0,2527.0,971.0,215.7,1.48,0.8,229.0,130.0,1.0,49.3,Sova,Initiator,18.0,32.0,56.2,38.2,59.3,1.15,144.2,212.2,20.0,Haven,55.0,Fade,Initiator,12.0,21.0,42.9,51.6,56.5,1.02,133.1,197.1,5.0,Pearl,44.0,Skye,Initiator,11.0,20.0,50.0,45.9,46.2,0.98,133.6,200.4,6.0,Split,54.0,Vandal,Assault Rifles,50.0,47.0,3.0,2016.0,Ghost,Sidearms,51.0,46.0,3.0,237.0,Sheriff,Sidearms,67.0,32.0,1.0,227.0
356,ap,515.0,100.0,56.0,153.9,1.15,34.1,65.0,65.0,74.1,12.0,1822.0,1590.0,430.0,236.7,1.42,0.8,245.0,65.0,4.0,53.3,Jett,Duelist,22.0,40.0,60.0,64.8,84.6,1.13,152.1,233.6,14.0,Abyss,67.0,Clove,Controller,13.0,24.0,79.2,79.2,75.0,1.19,168.0,253.6,19.0,Bind,83.0,Iso,Duelist,2.5,5.0,100.0,58.3,64.3,1.65,196.6,301.7,71.0,Haven,100.0,Vandal,Assault Rifles,47.0,50.0,3.0,1307.0,Ghost,Sidearms,44.0,53.0,3.0,155.0,Sheriff,Sidearms,50.0,49.0,2.0,76.0
357,ap,407.0,55.0,29.0,129.4,0.99,35.6,45.5,25.0,69.3,2.0,782.0,787.0,201.0,192.9,1.25,0.7,107.0,37.0,1.0,51.1,Killjoy,Sentinel,7.7,14.0,42.9,46.3,62.5,1.0,132.2,193.5,5.0,Pearl,40.0,Cypher,Sentinel,4.7,10.0,50.0,37.5,54.5,1.05,126.7,187.9,5.0,Abyss,50.0,Chamber,Sentinel,5.0,9.0,44.4,66.7,42.9,0.97,127.4,195.4,6.0,Fracture,25.0,Vandal,Assault Rifles,51.0,46.0,3.0,467.0,Sheriff,Sidearms,72.0,27.0,1.0,73.0,Ghost,Sidearms,53.0,44.0,3.0,55.0
358,ap,878.0,123.0,65.0,149.2,1.06,39.2,46.3,57.0,68.0,5.0,2079.0,1960.0,385.0,230.8,1.26,0.8,373.0,81.0,10.0,50.1,Jett,Duelist,39.0,75.0,48.0,100.0,56.2,1.11,152.8,240.3,9.0,Abyss,58.0,Reyna,Duelist,24.0,43.0,44.2,46.7,56.2,1.01,145.3,219.3,1.0,Haven,57.0,Vyse,Sentinel,0.6,1.0,100.0,0.0,50.0,0.82,103.5,163.7,12.0,Lotus,100.0,Vandal,Assault Rifles,53.0,45.0,3.0,1313.0,Ghost,Sidearms,53.0,45.0,1.0,200.0,Sheriff,Sidearms,66.0,33.0,1.0,155.0
359,ap,594.0,100.0,56.0,139.4,1.02,26.8,54.0,54.0,69.9,8.0,1586.0,1559.0,506.0,211.0,1.34,0.7,195.0,75.0,4.0,51.1,Cypher,Sentinel,14.0,26.0,73.1,36.0,77.8,1.04,130.1,192.8,6.0,Abyss,91.0,Tejo,Initiator,13.0,23.0,39.1,63.6,61.5,0.93,133.0,199.0,3.0,Lotus,50.0,Jett,Duelist,8.6,16.0,62.5,57.9,56.2,1.03,148.9,228.7,12.0,Bind,67.0,Vandal,Assault Rifles,37.0,58.0,5.0,942.0,Phantom,Assault Rifles,33.0,63.0,5.0,133.0,Bulldog,Assault Rifles,38.0,59.0,3.0,108.0
360,ap,166.0,100.0,54.0,157.7,1.12,29.6,56.0,56.0,70.5,18.0,1759.0,1568.0,327.0,240.1,1.33,0.8,337.0,95.0,5.0,51.5,Jett,Duelist,32.0,59.0,54.2,25.0,66.7,1.11,157.6,241.2,17.0,Pearl,67.0,Reyna,Duelist,16.0,30.0,60.0,55.6,61.5,1.2,165.5,248.2,27.0,Abyss,75.0,Clove,Controller,2.2,4.0,75.0,75.0,61.5,1.0,146.4,226.6,3.0,Bind,100.0,Vandal,Assault Rifles,42.0,53.0,5.0,1156.0,Sheriff,Sidearms,50.0,48.0,2.0,158.0,Operator,Sniper Rifles,14.0,85.0,2.0,109.0
361,ap,89.0,83.0,44.0,174.5,1.28,24.7,65.1,54.0,72.9,35.0,1644.0,1286.0,448.0,269.6,1.63,0.9,196.0,60.0,8.0,52.6,Breach,Initiator,10.0,21.0,81.0,52.8,83.3,1.54,176.9,280.2,55.0,Haven,100.0,Reyna,Duelist,7.8,14.0,42.9,85.2,83.3,1.26,171.1,261.5,26.0,Abyss,67.0,Jett,Duelist,6.4,11.0,36.4,50.0,66.7,1.02,167.0,251.7,15.0,Split,100.0,Vandal,Assault Rifles,50.0,44.0,6.0,651.0,Phantom,Assault Rifles,37.0,57.0,6.0,200.0,Guardian,Assault Rifles,82.0,17.0,0.0,169.0
362,ap,487.0,144.0,77.0,144.1,0.94,31.2,47.2,68.0,71.9,12.0,2292.0,2442.0,873.0,222.5,1.3,0.8,329.0,96.0,11.0,49.0,Clove,Controller,34.0,67.0,55.2,31.3,55.6,0.89,148.7,230.2,22.0,Split,59.0,Jett,Duelist,11.0,21.0,38.1,54.3,55.0,1.04,148.2,235.3,4.0,Bind,67.0,Reyna,Duelist,7.5,14.0,57.1,45.7,54.5,1.12,152.8,239.4,12.0,Bind,100.0,Vandal,Assault Rifles,48.0,49.0,4.0,1391.0,Sheriff,Sidearms,60.0,39.0,0.0,183.0,Ghost,Sidearms,52.0,47.0,1.0,141.0
363,ap,293.0,108.0,63.0,178.5,1.45,33.8,55.6,60.0,77.2,46.0,2347.0,1620.0,614.0,271.9,1.83,1.0,243.0,65.0,9.0,51.5,Clove,Controller,8.6,16.0,56.2,48.4,71.4,1.57,201.1,306.3,56.0,Lotus,57.0,Jett,Duelist,8.6,16.0,56.2,62.1,64.3,1.42,174.5,270.6,36.0,Lotus,100.0,Cypher,Sentinel,6.7,12.0,58.3,63.6,60.0,1.54,176.3,262.9,52.0,Split,100.0,Vandal,Assault Rifles,44.0,53.0,3.0,1553.0,Sheriff,Sidearms,63.0,36.0,1.0,145.0,Phantom,Assault Rifles,36.0,59.0,5.0,138.0
364,ap,454.0,224.0,122.0,161.2,1.17,32.1,48.7,109.0,71.1,17.0,4123.0,3521.0,930.0,248.5,1.44,0.9,604.0,196.0,10.0,49.9,Reyna,Duelist,26.0,50.0,52.0,43.4,55.6,1.31,181.2,280.6,36.0,Abyss,67.0,Cypher,Sentinel,20.0,38.0,50.0,48.8,55.6,1.2,148.4,229.2,16.0,Abyss,67.0,Chamber,Sentinel,15.0,29.0,41.4,57.1,50.0,1.24,165.1,253.2,26.0,Fracture,55.0,Vandal,Assault Rifles,50.0,47.0,2.0,2482.0,Sheriff,Sidearms,58.0,39.0,3.0,331.0,Ghost,Sidearms,52.0,48.0,1.0,211.0
365,ap,606.0,45.0,25.0,153.2,1.17,30.4,44.4,20.0,73.2,19.0,813.0,693.0,264.0,231.0,1.55,0.8,80.0,36.0,0.0,49.4,Tejo,Initiator,5.9,10.0,70.0,52.6,66.7,1.37,171.5,242.3,51.0,Bind,75.0,Jett,Duelist,3.7,6.0,33.3,37.5,57.1,0.97,151.8,229.1,6.0,Pearl,50.0,Deadlock,Sentinel,3.0,5.0,40.0,45.5,50.0,0.97,120.4,187.1,14.0,Fracture,33.0,Vandal,Assault Rifles,40.0,56.0,4.0,473.0,Phantom,Assault Rifles,44.0,52.0,4.0,88.0,Sheriff,Sidearms,61.0,38.0,1.0,80.0
366,ap,531.0,213.0,120.0,159.3,1.17,26.2,50.2,107.0,75.9,29.0,3665.0,3143.0,1419.0,237.3,1.62,0.8,397.0,162.0,6.0,49.9,Clove,Controller,21.0,40.0,50.0,63.4,57.1,1.05,164.5,243.6,22.0,Lotus,67.0,Cypher,Sentinel,19.0,32.0,46.9,48.5,55.6,1.33,163.6,244.7,42.0,Split,44.0,Reyna,Duelist,14.0,24.0,66.7,42.0,51.5,1.3,168.4,251.9,36.0,Bind,75.0,Vandal,Assault Rifles,39.0,57.0,4.0,2135.0,Phantom,Assault Rifles,36.0,58.0,6.0,352.0,Ghost,Sidearms,44.0,52.0,3.0,334.0
367,ap,208.0,186.0,102.0,149.2,0.98,29.2,49.5,92.0,69.7,6.0,3166.0,3233.0,821.0,233.4,1.23,0.8,678.0,129.0,5.0,50.6,Yoru,Duelist,27.0,51.0,47.1,51.9,79.2,1.02,148.8,231.9,2.0,Lotus,71.0,Neon,Duelist,23.0,40.0,65.0,30.8,62.5,1.04,144.5,238.9,8.0,Fracture,87.0,Iso,Duelist,17.0,33.0,51.5,100.0,48.1,0.99,155.9,233.9,4.0,Lotus,60.0,Vandal,Assault Rifles,51.0,45.0,4.0,1717.0,Phantom,Assault Rifles,44.0,50.0,6.0,292.0,Judge,Shotguns,13.0,80.0,7.0,217.0
368,ap,479.0,71.0,35.0,142.4,1.03,33.9,52.1,37.0,70.3,5.0,1089.0,1060.0,345.0,214.4,1.35,0.8,112.0,50.0,1.0,51.5,Clove,Controller,8.2,16.0,75.0,31.3,69.2,1.08,158.2,237.2,14.0,Split,100.0,Cypher,Sentinel,5.2,10.0,30.0,54.5,66.7,0.87,123.9,178.2,7.0,Bind,67.0,Jett,Duelist,4.1,8.0,50.0,47.1,62.5,1.1,155.8,231.8,16.0,Fracture,100.0,Vandal,Assault Rifles,51.0,47.0,3.0,743.0,Ghost,Sidearms,51.0,48.0,2.0,72.0,Sheriff,Sidearms,59.0,39.0,2.0,64.0
369,ap,69.0,95.0,53.0,151.2,1.15,29.5,62.1,59.0,73.3,19.0,1605.0,1400.0,475.0,226.3,1.49,0.8,221.0,80.0,3.0,52.7,Jett,Duelist,8.1,15.0,80.0,64.5,78.6,1.18,152.1,228.6,24.0,Haven,100.0,Cypher,Sentinel,9.1,14.0,57.1,83.3,75.0,1.09,140.0,209.5,14.0,Split,80.0,Deadlock,Sentinel,7.9,13.0,61.5,64.6,72.7,1.3,151.6,228.9,32.0,Pearl,67.0,Vandal,Assault Rifles,43.0,55.0,3.0,739.0,Phantom,Assault Rifles,39.0,57.0,4.0,301.0,Sheriff,Sidearms,52.0,48.0,0.0,163.0
370,ap,281.0,77.0,41.0,141.8,1.06,30.4,49.4,38.0,77.3,8.0,1218.0,1152.0,489.0,213.7,1.48,0.8,125.0,56.0,2.0,51.6,Clove,Controller,9.5,18.0,50.0,59.3,81.8,1.0,148.6,232.3,4.0,Bind,75.0,Iso,Duelist,3.9,8.0,50.0,30.0,70.0,1.22,173.0,262.6,32.0,Haven,75.0,Deadlock,Sentinel,3.3,7.0,71.4,53.8,53.8,1.07,126.8,191.8,5.0,Split,75.0,Vandal,Assault Rifles,45.0,52.0,3.0,788.0,Sheriff,Sidearms,46.0,51.0,3.0,94.0,Ghost,Sidearms,45.0,53.0,2.0,83.0
371,ap,510.0,60.0,34.0,134.0,1.02,32.5,58.3,35.0,72.8,3.0,885.0,869.0,338.0,198.5,1.41,0.7,88.0,62.0,1.0,52.6,Reyna,Duelist,8.2,14.0,57.1,57.1,83.3,1.04,141.6,211.9,7.0,Bind,75.0,Tejo,Initiator,7.6,14.0,50.0,71.4,77.8,0.94,127.1,181.7,4.0,Bind,67.0,Clove,Controller,4.2,8.0,75.0,50.0,66.7,1.14,154.9,232.7,12.0,Split,100.0,Vandal,Assault Rifles,43.0,54.0,3.0,490.0,Phantom,Assault Rifles,43.0,51.0,6.0,94.0,Sheriff,Sidearms,60.0,38.0,2.0,61.0
372,ap,75.0,81.0,42.0,167.7,1.22,38.3,59.3,48.0,71.8,23.0,1535.0,1258.0,228.0,255.8,1.4,0.9,298.0,68.0,4.0,52.8,Jett,Duelist,32.0,62.0,58.1,59.0,77.8,1.2,168.3,255.4,23.0,Pearl,78.0,Reyna,Duelist,7.0,14.0,64.3,50.0,76.9,1.28,165.4,261.6,20.0,Abyss,100.0,Iso,Duelist,0.9,2.0,50.0,100.0,66.7,1.33,189.7,269.9,48.0,Abyss,100.0,Vandal,Assault Rifles,50.0,48.0,2.0,1130.0,Ghost,Sidearms,60.0,40.0,1.0,104.0,Classic,Sidearms,42.0,57.0,0.0,102.0
373,ap,336.0,166.0,89.0,148.6,1.19,29.8,59.6,99.0,75.2,26.0,2694.0,2265.0,978.0,226.3,1.62,0.8,321.0,124.0,1.0,53.3,Sova,Initiator,15.0,28.0,50.0,51.5,73.9,1.2,153.9,225.2,32.0,Abyss,47.0,Raze,Duelist,10.0,20.0,65.0,57.6,70.0,1.29,154.1,248.7,28.0,Split,64.0,Skye,Initiator,9.0,16.0,75.0,76.5,67.9,1.12,135.0,208.9,17.0,Split,73.0,Phantom,Assault Rifles,35.0,60.0,5.0,1195.0,Vandal,Assault Rifles,45.0,53.0,3.0,720.0,Sheriff,Sidearms,66.0,33.0,1.0,233.0
374,ap,430.0,243.0,131.0,142.4,0.96,30.7,54.7,133.0,71.6,4.0,3894.0,4036.0,1250.0,214.4,1.27,0.7,520.0,184.0,7.0,50.7,Clove,Controller,33.0,61.0,55.7,56.3,66.7,0.96,153.7,235.2,9.0,Lotus,55.0,Jett,Duelist,23.0,42.0,52.4,43.8,60.0,0.97,144.7,218.8,1.0,Haven,75.0,Raze,Duelist,15.0,30.0,53.3,55.6,57.9,0.9,137.8,205.6,4.0,Bind,60.0,Vandal,Assault Rifles,45.0,52.0,3.0,2410.0,Phantom,Assault Rifles,38.0,58.0,4.0,377.0,Ghost,Sidearms,46.0,51.0,2.0,277.0
375,ap,416.0,111.0,59.0,173.7,1.17,25.2,48.6,54.0,74.5,21.0,2153.0,1836.0,539.0,268.4,1.47,0.9,353.0,79.0,5.0,49.3,Reyna,Duelist,17.0,34.0,61.8,52.3,64.3,1.39,189.6,294.4,43.0,Bind,63.0,Clove,Controller,14.0,28.0,50.0,28.6,55.0,0.99,163.6,250.2,5.0,Bind,80.0,Jett,Duelist,7.1,12.0,41.7,48.4,50.0,1.35,194.9,304.3,47.0,Abyss,67.0,Vandal,Assault Rifles,39.0,58.0,3.0,1070.0,Phantom,Assault Rifles,33.0,64.0,3.0,264.0,Ghost,Sidearms,42.0,56.0,2.0,143.0
376,ap,170.0,43.0,22.0,148.9,1.06,30.8,62.8,27.0,73.6,8.0,705.0,668.0,201.0,225.1,1.36,0.8,104.0,28.0,0.0,54.3,Jett,Duelist,6.1,12.0,66.7,66.7,85.7,1.22,174.7,269.1,32.0,Split,100.0,Clove,Controller,4.8,10.0,70.0,60.0,75.0,0.87,138.3,209.0,12.0,Lotus,100.0,Reyna,Duelist,2.6,5.0,80.0,70.0,71.4,1.18,144.2,229.3,7.0,Lotus,100.0,Vandal,Assault Rifles,47.0,50.0,3.0,404.0,Guardian,Assault Rifles,43.0,54.0,3.0,76.0,Ghost,Sidearms,50.0,48.0,2.0,58.0
377,ap,624.0,202.0,107.0,155.1,1.09,32.7,55.0,111.0,71.9,12.0,3542.0,3251.0,860.0,235.2,1.35,0.8,636.0,150.0,9.0,51.4,Jett,Duelist,19.0,37.0,43.2,49.5,71.4,1.09,157.0,242.9,12.0,Split,67.0,Iso,Duelist,14.0,27.0,63.0,61.5,64.3,1.3,196.5,297.8,47.0,Abyss,64.0,Cypher,Sentinel,13.0,25.0,76.0,47.6,59.4,1.13,139.0,211.4,10.0,Fracture,75.0,Vandal,Assault Rifles,46.0,51.0,3.0,2225.0,Sheriff,Sidearms,58.0,41.0,1.0,307.0,Ghost,Sidearms,46.0,51.0,3.0,234.0
378,ap,334.0,143.0,83.0,154.2,1.09,26.2,53.8,77.0,71.6,17.0,2487.0,2272.0,537.0,232.5,1.33,0.8,492.0,118.0,1.0,51.0,Jett,Duelist,63.0,109.0,54.1,53.6,68.4,1.11,159.0,240.9,20.0,Lotus,56.0,Cypher,Sentinel,10.0,18.0,61.1,55.2,55.0,1.05,138.8,202.6,15.0,Bind,29.0,Killjoy,Sentinel,6.5,11.0,45.5,50.0,54.2,1.06,140.7,203.2,13.0,Pearl,75.0,Vandal,Assault Rifles,35.0,61.0,4.0,1493.0,Operator,Sniper Rifles,12.0,86.0,2.0,195.0,Sheriff,Sidearms,58.0,40.0,2.0,194.0
379,ap,362.0,62.0,32.0,152.6,1.03,27.0,46.8,29.0,71.0,4.0,1049.0,1018.0,366.0,226.8,1.39,0.8,110.0,50.0,2.0,50.1,Clove,Controller,11.0,22.0,40.9,38.9,72.7,0.96,153.4,231.7,8.0,Lotus,75.0,Reyna,Duelist,7.9,15.0,33.3,45.8,66.7,1.1,164.0,242.1,15.0,Lotus,33.0,Tejo,Initiator,4.0,8.0,50.0,58.8,55.6,1.08,153.0,218.2,19.0,Fracture,40.0,Vandal,Assault Rifles,36.0,59.0,4.0,657.0,Phantom,Assault Rifles,39.0,57.0,4.0,114.0,Ghost,Sidearms,46.0,53.0,1.0,85.0
380,ap,457.0,98.0,53.0,129.1,0.97,28.3,49.0,48.0,72.0,2.0,1378.0,1424.0,625.0,191.6,1.41,0.7,124.0,80.0,1.0,50.0,Cypher,Sentinel,13.0,26.0,73.1,45.2,71.4,1.16,134.7,201.1,12.0,Fracture,86.0,Skye,Initiator,6.3,12.0,41.7,27.3,66.7,0.79,115.1,175.3,22.0,Bind,40.0,Astra,Controller,6.2,11.0,18.2,64.1,50.0,0.98,129.8,189.2,7.0,Abyss,17.0,Vandal,Assault Rifles,41.0,56.0,4.0,779.0,Phantom,Assault Rifles,31.0,62.0,7.0,160.0,Sheriff,Sidearms,52.0,44.0,4.0,124.0
381,ap,385.0,41.0,22.0,135.3,1.03,25.7,61.0,25.0,69.4,4.0,598.0,579.0,188.0,204.9,1.36,0.7,92.0,30.0,2.0,52.2,Jett,Duelist,3.5,6.0,83.3,73.3,77.8,1.18,158.9,245.4,25.0,Abyss,100.0,Skye,Initiator,2.8,5.0,80.0,63.6,75.0,1.04,127.5,187.7,6.0,Bind,100.0,Raze,Duelist,2.4,5.0,40.0,42.9,66.7,1.11,145.6,218.1,20.0,Bind,25.0,Vandal,Assault Rifles,36.0,59.0,5.0,321.0,Operator,Sniper Rifles,11.0,89.0,0.0,44.0,Ghost,Sidearms,48.0,49.0,3.0,42.0
382,ap,604.0,116.0,65.0,148.9,1.08,20.1,59.5,69.0,72.4,6.0,1954.0,1814.0,525.0,229.6,1.37,0.8,258.0,71.0,1.0,51.2,Raze,Duelist,17.0,31.0,54.8,65.0,72.2,1.24,162.8,256.8,24.0,Fracture,75.0,Jett,Duelist,11.0,22.0,54.5,56.9,64.7,1.15,155.9,240.7,16.0,Abyss,63.0,Clove,Controller,10.0,19.0,68.4,71.4,60.0,0.94,151.1,237.9,17.0,Lotus,80.0,Vandal,Assault Rifles,31.0,65.0,4.0,1036.0,Phantom,Assault Rifles,29.0,67.0,4.0,145.0,Ghost,Sidearms,44.0,53.0,3.0,117.0
383,ap,468.0,140.0,80.0,131.8,0.92,17.2,55.7,78.0,67.9,18.0,2209.0,2392.0,615.0,212.2,1.18,0.7,354.0,103.0,4.0,50.8,Neon,Duelist,67.0,117.0,59.0,56.5,61.1,0.94,132.0,215.8,18.0,Lotus,62.0,Reyna,Duelist,4.5,8.0,62.5,20.0,60.0,0.85,129.6,199.3,16.0,Bind,100.0,Iso,Duelist,2.6,5.0,0.0,100.0,58.3,0.83,141.6,201.7,5.0,Bind,0.0,Vandal,Assault Rifles,36.0,59.0,5.0,741.0,Judge,Shotguns,13.0,79.0,8.0,567.0,Bucky,Shotguns,17.0,79.0,4.0,164.0
384,ap,574.0,102.0,54.0,144.4,1.07,31.5,49.0,50.0,75.8,9.0,1663.0,1557.0,635.0,218.1,1.48,0.8,135.0,73.0,1.0,49.3,Clove,Controller,16.0,30.0,43.3,50.0,66.7,1.08,164.6,256.3,7.0,Pearl,67.0,Sova,Initiator,7.2,14.0,71.4,42.4,57.1,1.26,143.1,208.2,24.0,Haven,60.0,Skye,Initiator,5.7,11.0,45.5,58.5,50.0,0.89,126.6,187.0,5.0,Bind,38.0,Vandal,Assault Rifles,46.0,48.0,6.0,706.0,Phantom,Assault Rifles,40.0,55.0,5.0,427.0,Sheriff,Sidearms,53.0,44.0,3.0,142.0
385,ap,183.0,110.0,60.0,150.9,1.02,26.7,50.9,56.0,70.4,2.0,1910.0,1875.0,576.0,233.8,1.33,0.8,309.0,78.0,8.0,50.2,Clove,Controller,27.0,50.0,44.0,44.4,62.5,0.98,157.5,246.1,9.0,Bind,60.0,Chamber,Sentinel,12.0,22.0,63.6,64.5,61.1,1.14,146.9,224.7,11.0,Pearl,80.0,Reyna,Duelist,6.8,12.0,41.7,100.0,56.2,0.88,126.5,200.2,18.0,Pearl,50.0,Phantom,Assault Rifles,35.0,61.0,4.0,1037.0,Vandal,Assault Rifles,43.0,55.0,1.0,239.0,Classic,Sidearms,42.0,56.0,2.0,88.0
386,ap,112.0,86.0,47.0,116.7,0.74,23.9,53.5,46.0,65.2,32.0,1096.0,1490.0,416.0,173.3,1.01,0.6,151.0,66.0,1.0,50.4,Reyna,Duelist,15.0,28.0,53.6,50.0,63.6,0.77,119.3,175.0,31.0,Split,75.0,Jett,Duelist,12.0,22.0,45.5,60.0,63.6,0.72,122.3,182.6,31.0,Lotus,60.0,Sova,Initiator,3.3,6.0,66.7,57.1,62.5,0.78,105.4,156.2,24.0,Haven,75.0,Vandal,Assault Rifles,33.0,62.0,6.0,732.0,Sheriff,Sidearms,52.0,47.0,2.0,91.0,Ghost,Sidearms,44.0,53.0,3.0,62.0
387,ap,63.0,105.0,55.0,164.4,1.35,34.4,65.7,69.0,74.4,41.0,1855.0,1378.0,482.0,250.8,1.7,0.9,348.0,92.0,13.0,55.4,Sova,Initiator,13.0,24.0,58.3,60.0,73.7,1.26,161.5,240.8,36.0,Abyss,67.0,Tejo,Initiator,7.5,15.0,60.0,55.8,73.3,0.98,120.6,185.6,8.0,Lotus,60.0,Iso,Duelist,6.9,14.0,92.9,90.9,68.8,2.54,270.5,408.3,164.0,Lotus,100.0,Vandal,Assault Rifles,47.0,47.0,6.0,1133.0,Ghost,Sidearms,46.0,51.0,3.0,132.0,Sheriff,Sidearms,72.0,27.0,2.0,130.0
388,ap,374.0,51.0,27.0,163.4,1.15,24.9,56.9,29.0,75.5,18.0,933.0,812.0,272.0,248.4,1.48,0.9,81.0,33.0,3.0,51.2,Clove,Controller,14.0,27.0,51.9,51.9,100.0,1.17,173.0,263.6,16.0,Bind,60.0,Vyse,Sentinel,2.1,5.0,60.0,60.0,80.0,1.15,153.6,237.3,28.0,Split,33.0,Iso,Duelist,2.0,4.0,75.0,62.5,75.0,1.16,165.0,259.6,16.0,Fracture,75.0,Phantom,Assault Rifles,34.0,60.0,5.0,369.0,Vandal,Assault Rifles,35.0,61.0,4.0,316.0,Sheriff,Sidearms,56.0,41.0,2.0,60.0
389,ap,491.0,119.0,65.0,166.4,1.13,27.3,50.4,60.0,74.6,24.0,2068.0,1836.0,623.0,245.5,1.47,0.8,298.0,98.0,2.0,50.4,Iso,Duelist,23.0,43.0,62.8,52.7,66.7,1.37,188.8,277.2,53.0,Lotus,82.0,Clove,Controller,19.0,35.0,40.0,40.0,66.7,0.9,150.8,224.3,8.0,Split,57.0,Jett,Duelist,13.0,25.0,36.0,50.0,60.0,1.13,162.6,243.7,25.0,Split,83.0,Vandal,Assault Rifles,37.0,59.0,4.0,1413.0,Ghost,Sidearms,45.0,53.0,2.0,160.0,Sheriff,Sidearms,58.0,40.0,2.0,153.0
390,ap,319.0,122.0,68.0,123.3,0.91,18.7,54.1,66.0,71.4,9.0,1653.0,1824.0,704.0,185.5,1.29,0.6,141.0,100.0,1.0,51.4,Cypher,Sentinel,32.0,58.0,53.4,54.1,68.8,0.93,126.5,189.5,6.0,Lotus,46.0,Fade,Initiator,9.1,17.0,47.1,47.4,66.7,0.73,104.9,157.8,33.0,Bind,57.0,Vyse,Sentinel,6.0,11.0,54.5,100.0,64.7,1.04,140.1,212.2,15.0,Abyss,63.0,Vandal,Assault Rifles,27.0,69.0,4.0,1042.0,Classic,Sidearms,31.0,66.0,3.0,141.0,Sheriff,Sidearms,39.0,59.0,1.0,135.0
391,ap,134.0,38.0,22.0,136.4,1.13,21.4,60.5,23.0,72.2,13.0,628.0,554.0,184.0,206.4,1.47,0.7,74.0,39.0,1.0,51.9,Tejo,Initiator,8.3,15.0,66.7,61.5,83.3,1.05,122.3,183.2,0.0,Lotus,75.0,Vyse,Sentinel,5.1,8.0,62.5,63.2,83.3,1.24,147.7,221.1,29.0,Abyss,67.0,Jett,Duelist,2.8,4.0,75.0,60.0,71.4,1.38,160.4,252.1,34.0,Bind,100.0,Vandal,Assault Rifles,38.0,58.0,4.0,252.0,Phantom,Assault Rifles,29.0,65.0,5.0,121.0,Ghost,Sidearms,34.0,64.0,2.0,42.0
392,ap,199.0,51.0,27.0,136.4,1.08,34.3,60.8,31.0,72.3,11.0,763.0,704.0,211.0,197.9,1.38,0.7,77.0,44.0,0.0,53.8,Cypher,Sentinel,10.0,19.0,57.9,64.9,100.0,1.02,127.5,186.3,2.0,Split,71.0,Killjoy,Sentinel,9.8,18.0,72.2,28.6,90.0,1.15,141.3,198.4,20.0,Lotus,100.0,Brimstone,Controller,3.0,6.0,66.7,100.0,57.1,1.26,143.3,224.9,25.0,Bind,50.0,Vandal,Assault Rifles,48.0,50.0,2.0,443.0,Phantom,Assault Rifles,47.0,50.0,3.0,84.0,Sheriff,Sidearms,54.0,46.0,0.0,69.0
393,ap,165.0,108.0,58.0,149.1,1.06,22.8,53.7,58.0,72.9,18.0,1702.0,1599.0,652.0,220.3,1.47,0.7,172.0,83.0,2.0,51.0,Cypher,Sentinel,13.0,24.0,54.2,50.0,75.0,1.13,147.4,222.0,19.0,Haven,71.0,Killjoy,Sentinel,10.0,18.0,38.9,69.2,64.3,1.14,166.0,240.4,34.0,Fracture,50.0,Fade,Initiator,5.3,11.0,72.7,47.1,60.0,0.97,134.6,195.2,10.0,Pearl,100.0,Vandal,Assault Rifles,32.0,62.0,6.0,634.0,Phantom,Assault Rifles,32.0,65.0,4.0,512.0,Ghost,Sidearms,34.0,61.0,5.0,150.0
394,ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,ap,280.0,31.0,15.0,177.6,1.24,24.4,64.5,20.0,76.3,29.0,598.0,482.0,162.0,276.2,1.58,1.0,90.0,26.0,3.0,54.1,Raze,Duelist,4.6,9.0,66.7,85.7,100.0,1.23,177.8,274.9,30.0,Split,100.0,Clove,Controller,3.8,7.0,85.7,61.1,83.3,1.34,214.3,336.9,47.0,Fracture,100.0,Iso,Duelist,1.5,4.0,25.0,66.7,75.0,0.89,156.9,226.8,5.0,Abyss,33.0,Vandal,Assault Rifles,34.0,64.0,3.0,378.0,Ghost,Sidearms,45.0,55.0,0.0,39.0,Sheriff,Sidearms,61.0,37.0,2.0,36.0
